customer.id,outfit.id,rentalPeriod.start,rentalPeriod.end
70,outfit.bc4053840ea61d06,12/8/2018,12/12/2018
2095,outfit.99e28a75d0ecd872,9/26/2018,10/1/2018
4849,outfit.fc9c8d205beb4085832149b6ed9f58ad,5/23/2019,5/27/2019
1936,outfit.b05ec36e9db344f28cd28b589d8bdfb7,3/6/2019,3/8/2019
3079,outfit.8bbdbf9681842027,7/6/2018,8/6/2018
2321,outfit.69411dca4a39414a8ffc530b2388a761,2/8/2019,4/4/2019
5248,outfit.91605620213544c0b998da7831a483be,7/26/2019,7/29/2019
392,outfit.49373f388eda466080c3464a0d8cdc44,12/30/2019,1/2/2020
6189,outfit.e89fab0bbc574d6c89242ff808d537e6,6/11/2019,6/19/2019
4839,outfit.ae76eb7ed4c948258ccec12a6e024562,9/19/2019,9/21/2019
2567,outfit.8cbb77c85f07443e9c2e6687e4131a45,11/1/2019,11/29/2019
5127,outfit.0ce0b95cb8d64052b640ba1bfae5fbea,9/26/2018,10/1/2018
3533,outfit.849ace7e1811150d,4/14/2018,4/23/2018
2699,outfit.95537b4e967d581a,1/7/2018,1/8/2018
1618,outfit.32722b47b465460e91c775e73609e78b,1/24/2020,2/3/2020
5380,outfit.b43f37d3542f42628d7fc43403f8dd49,9/5/2019,9/9/2019
3902,outfit.cd52fc19c9344579b10f8e5f77c72f0b,7/4/2018,7/17/2018
6848,outfit.a4870ed967c9d3bf,8/3/2019,8/21/2019
2621,outfit.5b56622d721d4a359d14507923450d0f,2/21/2019,3/17/2019
4738,outfit.b9344188bba8fbcc,2/28/2020,2/29/2020
5026,outfit.ab8c04835443427485d87973461879da,9/21/2018,9/24/2018
977,outfit.adbfdb0b556a4899839345641eb80558,6/28/2019,6/30/2019
3186,outfit.2ee019cbfe874eb09f861d7b531a451c,9/14/2019,10/8/2019
3068,outfit.aac9da3df1d5b519,2/21/2019,2/24/2019
4854,outfit.e172da755f4248f4af3241dd47efae12,8/21/2019,8/26/2019
6485,outfit.922052cbf231b35e,2/15/2018,2/27/2018
4807,outfit.7afe0e0a3d504dd9a4713042b8d41a4a,8/16/2018,8/18/2018
1166,outfit.670d3e142b2c4f9a929ee971aad295b1,6/28/2018,6/30/2018
4705,outfit.babb63d0b8550829,6/25/2019,6/30/2019
3504,outfit.8956bc36a0cf90a8,5/2/2018,5/4/2018
738,outfit.b05ec36e9db344f28cd28b589d8bdfb7,10/25/2018,10/28/2018
1616,outfit.44264bb27f644691a9e3b5d774881800,12/5/2019,12/9/2019
5628,outfit.101620df765748e4ba2ec7e3c1c0f9a0,10/18/2019,10/21/2019
7302,outfit.cc5b53a2d9f44413afdd86c5d0dfd1c1,10/19/2018,10/22/2018
4055,outfit.5b1de7457379489c8e57a3c22844550b,11/6/2018,12/3/2018
4988,outfit.597441ac7b434529aa70d21d1544cd2d,5/5/2018,5/8/2018
1681,outfit.8b1227cc2a3b68a4,6/21/2019,6/24/2019
712,outfit.b4075b4461c44f10a8a83f2b427cd17f,12/23/2018,1/2/2019
4537,outfit.a11a984bdfce4864b18f95277ecddefc,11/9/2018,11/12/2018
2272,outfit.163433b4f8ed460bbd12eb913c4e9992,12/6/2019,12/9/2019
6228,outfit.bdf0b714576b2118,6/1/2018,6/4/2018
350,outfit.d8909288c79b4df6b6547aa381d360f1,5/29/2019,6/3/2019
4738,outfit.40d4710206044ca5924846d3ebd83d04,2/28/2020,2/29/2020
1487,outfit.e180a5d486d24acc8c368d97bc13d77b,10/18/2019,10/21/2019
2772,outfit.8ab6c6c3cde7468e,8/8/2019,8/11/2019
7061,outfit.bd492b87ac034c5a892ef18f46731743,7/19/2018,7/24/2018
5156,outfit.b2b79d92bd62a6ed,5/18/2018,5/27/2018
5355,outfit.8da5362b4130a623,8/17/2018,8/20/2018
2401,outfit.e6bbfedb420c40059c5a6515c0f94dfd,10/11/2019,10/14/2019
5341,outfit.26cdd2ae3a854c73a9d207dc298e3367,3/12/2019,3/18/2019
1286,outfit.138c6d460dc14dd4a223e9f2a484ad6d,11/26/2019,12/2/2019
6987,outfit.e2b3417940d44a5a8202c0a7b39604e1,2/8/2019,2/11/2019
5016,outfit.955f2239f0b38561,1/20/2018,1/22/2018
3603,outfit.843ff45ec72d499cb14aefb24735dbf3,4/2/2019,4/4/2019
2361,outfit.fa01cf7d4de34323b777147b346316a5,1/12/2019,1/14/2019
2522,outfit.b222a31335f7533c,8/24/2018,8/25/2018
993,outfit.e9e6ef522291496dacaad16160c8a8f2,11/20/2019,11/22/2019
5923,outfit.a20e55da17a5756d,1/18/2018,1/22/2018
4764,outfit.5c3e94100ece4badabb0d1835ab78377,1/5/2019,1/8/2019
1225,outfit.ac8c5878c01ffb29,12/19/2019,12/27/2019
3850,outfit.cefb61de6cab4200a373a7ad313001f6,10/5/2018,10/10/2018
1155,outfit.02b7dbe5f5f94207ba29423997168b74,8/23/2019,8/26/2019
642,outfit.9027bba657437c21,6/20/2019,6/23/2019
3918,outfit.da7886916bfb4f4dae18d06d28aca900,8/8/2019,8/12/2019
3850,outfit.9b89ef142e963791,10/1/2018,10/8/2018
1466,outfit.8453b72506b144b2,10/2/2019,10/7/2019
432,outfit.96f25138189be6ec,7/3/2019,7/7/2019
3045,outfit.bfb33e4e5bbe2e8c,12/13/2018,12/16/2018
4847,outfit.af64b1bd5a935e83,5/19/2018,5/22/2018
5967,outfit.fb3a7c360f1b43e4871a7db749896220,12/5/2018,12/8/2018
749,outfit.f51e3b6fec2d44f59e21f3dc2334231b,6/28/2018,7/4/2018
1907,outfit.578a20ace62b4299a88b0ce610123797,6/14/2019,6/28/2019
108,outfit.c061dd49ce7c48ce8fb997dfc7856bbc,8/15/2018,8/18/2018
794,outfit.99cc91aeda7eb778,1/15/2019,1/18/2019
5835,outfit.849ace7e1811150d,5/22/2019,5/27/2019
3102,outfit.b771d23bc1478563,10/12/2018,10/15/2018
3850,outfit.30c41f57e4a1445ca8256fd6ccbc8356,5/18/2019,5/21/2019
3336,outfit.a5f369e8f0504905bd14d3a58f8dc8cb,8/23/2019,9/2/2019
4101,outfit.824d54d542967d70,1/12/2018,2/11/2018
158,outfit.2055788ae1cb401bb3e88f887d5bd028,5/11/2018,5/14/2018
704,outfit.a2ecd990912ca6bd,8/28/2019,9/2/2019
6282,outfit.c5f49a672e194b7baa081a2776a0d374,12/20/2019,12/23/2019
7354,outfit.91da69d5ccab7257,12/11/2017,12/18/2017
5104,outfit.11fa684f46a74297960e9af554a1f6c3,9/5/2019,9/9/2019
5519,outfit.3f93a64eb5c5449096f841fe5fdc2b8a,1/29/2020,2/1/2020
145,outfit.931ef0d0cada4965a8ea693f7a520b64,5/16/2019,5/19/2019
489,outfit.bc5aa99812bd420fae43972060ba092e,12/4/2019,12/6/2019
3094,outfit.e0f170b8b51f4ae4a7e00047b9ea8d79,12/17/2018,12/21/2018
5853,outfit.24c9fa0d3d714c0e807921bce36d4a40,5/11/2018,5/14/2018
2569,outfit.64a0e45c83dc4304becbf6218ac02fb8,2/22/2019,3/1/2019
393,outfit.353d5f65327e4dc7a10203844a59c560,10/31/2019,11/6/2019
2020,outfit.4644eb6ccd594982b873ebfa22d1fe61,12/20/2018,12/22/2018
4131,outfit.f51e3b6fec2d44f59e21f3dc2334231b,12/29/2018,1/2/2019
3475,outfit.aafcf9c4ea014f5f9fcffa7f1b13cb5b,8/6/2018,8/13/2018
4299,outfit.7b3eccbb7f1e47918d30503bd419fb40,9/17/2018,9/25/2018
5561,outfit.71442f9043504300907b80e2385f9ae4,5/8/2019,5/13/2019
180,outfit.96a898b3fea75da0,4/11/2019,4/15/2019
5694,outfit.c2e49a5f3b2b4d8c959b9d6ee3c3d841,5/30/2018,6/4/2018
6641,outfit.aa79d60774804d869aef12b033762513,2/17/2018,2/18/2018
7061,outfit.8e0381dffb04d62e,12/6/2018,12/8/2018
5271,outfit.be1953ddbefacff3,8/14/2019,8/18/2019
2242,outfit.bb6ed0c237b548bd93a778cfc77f108e,1/14/2019,1/18/2019
4738,outfit.36654cc2920c42b7a8c294cf349544fe,12/27/2019,12/30/2019
6900,outfit.1fc4f4eb86854b52b71096e05d0efa6a,8/8/2019,8/12/2019
7092,outfit.4034ee5a4e004b4b9a0d972f3ab5ddfd,4/22/2018,4/30/2018
597,outfit.81b89124e1d24dfe9196537c3d03cd7e,8/16/2018,8/20/2018
4738,outfit.98da0ca4a4eb9826,1/19/2018,1/22/2018
3218,outfit.809eadc60e0a8e12,1/7/2020,1/12/2020
2162,outfit.069f6babbf4c4ca6a481b8c595c4f40d,9/5/2019,9/11/2019
5262,outfit.5ef01d4dc15243fb854ca797716fd663,7/31/2019,8/4/2019
5326,outfit.a5650c1bada909fd,10/20/2018,10/22/2018
3850,outfit.db13e9deae904483bed85c8358f81a8e,8/31/2018,9/3/2018
3602,outfit.705792b3c7c2487ea489a85c1be84122,2/29/2020,3/3/2020
3783,outfit.e23577f8c36e4693879fd07fca0d0932,4/6/2019,4/7/2019
3850,outfit.a7df894370b31fa1,5/4/2018,5/6/2018
5070,outfit.50db4782a8974ff281b43ea28f455d88,1/31/2019,2/3/2019
1580,outfit.cf7f6a83f16a490aa765d3ead2b2b82e,8/23/2019,8/26/2019
4490,outfit.909cdd8484e7836d,6/4/2018,6/11/2018
409,outfit.6b2189d4f0f34580a5ee8e697a3213a2,8/30/2018,9/6/2018
2907,outfit.bd6729353b2f8f78,6/20/2018,6/25/2018
5094,outfit.a44036e74abd5cb1,3/14/2018,3/20/2018
746,outfit.a97aa7b0e06a6908,9/24/2018,10/27/2018
6140,outfit.61527660108d489c8374e4bcf9e18c69,8/9/2018,8/11/2018
3349,outfit.8fbf386b8fef8664,6/21/2019,6/24/2019
3012,outfit.a4699b3b33b4d99c,7/12/2018,7/14/2018
4559,outfit.f8b69667089d42f7aa7b03df283f125f,10/26/2018,10/29/2018
1242,outfit.8a400fd187094435a2d4c92be61f9791,8/22/2019,8/26/2019
2515,outfit.a4699b3b33b4d99c,9/22/2018,10/5/2018
6075,outfit.a2ecd990912ca6bd,5/31/2019,6/3/2019
2944,outfit.4a42bebcc6534e8697fd6f7656839c29,3/19/2019,4/15/2019
5561,outfit.7102ada1f66e4b138e4c2fea2e217e67,5/8/2019,5/12/2019
7133,outfit.4c4c5965b02c4457a057b341d33a5c71,3/16/2019,3/19/2019
2567,outfit.be4bf03e8bc8d176,12/19/2017,1/18/2018
6328,outfit.beb7edd11cd741538175c927a81cbf89,1/11/2019,1/14/2019
876,outfit.cdcd1bdbc00e4a1cb9b80f7f5bbddd49,7/20/2018,7/23/2018
4738,outfit.93e76f0fe5214daa9d2564ddb99a41ab,1/12/2018,1/25/2018
409,outfit.35bc620a284747f5b6fa2d10b52e03cb,11/23/2018,11/26/2018
4674,outfit.fa737f8bee584d309426410002edac0e,2/14/2020,2/17/2020
4016,outfit.5ef01d4dc15243fb854ca797716fd663,9/5/2018,9/8/2018
4321,outfit.381f7b5ba8154e6ea2b7b98dd5030c9e,11/8/2019,11/9/2019
1204,outfit.810392954bb3250e,9/20/2019,9/23/2019
61,outfit.1939ac235e8f48398419c34020295399,12/20/2019,12/23/2019
5581,outfit.21b0ff3e7ffb42b8a2d89844c080e65c,5/9/2018,5/14/2018
5210,outfit.a24b26b4caab4894aca2249d5255466d,6/24/2019,6/26/2019
3094,outfit.8b4abc7533d0217d,1/31/2019,2/21/2019
5434,outfit.7d9ffbf078f34b06af2f4a2765005db6,12/6/2019,12/9/2019
4694,outfit.b68b99ab7cff7aa9,11/29/2019,12/2/2019
4082,outfit.956c17db964c1b83,10/26/2019,10/29/2019
2621,outfit.d89c1051a315434d90b87a3ea5aa1ea3,11/23/2018,12/7/2018
1036,outfit.9027bba657437c21,6/28/2019,7/1/2019
815,outfit.9c07ee0a9a154c50,8/2/2018,8/6/2018
1908,outfit.5a091e366b82431dbea3a38422408a66,12/30/2018,1/2/2019
4738,outfit.35bc620a284747f5b6fa2d10b52e03cb,2/8/2019,2/11/2019
1551,outfit.841f070dd5a12094,11/24/2017,11/30/2017
738,outfit.cfe2930fb19a42f996042d57e764c12a,7/1/2018,7/8/2018
2771,outfit.7e4eee8f085a4beebcb3961087dd3e9c,11/4/2019,11/5/2019
2622,outfit.3fefe4620b4e430e93f6801f75062f89,6/17/2019,6/20/2019
4500,outfit.60100019807c48a892195be2a047c618,4/19/2018,4/23/2018
5538,outfit.92e63d2ef75f42b6,12/23/2017,1/5/2018
1629,outfit.bf013c06b5990d31,8/16/2019,8/19/2019
2300,outfit.844eb58c6a0c6480,6/23/2018,6/25/2018
4036,outfit.dce1b27e6e5944c08b7253d1ebae5a60,10/23/2019,10/29/2019
7004,outfit.4a4f031164d5449facfd9d17e3c205a8,6/16/2018,6/19/2018
41,outfit.a67adbf8be2540adbf595ea020d1ef14,8/20/2019,8/26/2019
5120,outfit.3aba9737d2f445478a8ce23b2fc22da8,11/12/2019,11/15/2019
5024,outfit.a2fae1e6ba2d46d4a8544ea51012a7ef,5/29/2019,6/5/2019
5993,outfit.3f93a64eb5c5449096f841fe5fdc2b8a,12/31/2019,1/3/2020
2387,outfit.3b32e75fb8984ec9ad5d8ccb79999327,1/23/2019,1/30/2019
4890,outfit.20ec3f4325f94c4797c116943fc0ab56,10/19/2018,10/22/2018
6797,outfit.070bc7bd72154b5a805f52f086fb72ed,8/30/2019,9/2/2019
326,outfit.cdcd1bdbc00e4a1cb9b80f7f5bbddd49,7/5/2019,7/7/2019
6002,outfit.bab0a104dce39d2b,12/6/2018,12/9/2018
330,outfit.4671892ee0a2471f8f31ae6ebe0415c8,8/22/2019,8/25/2019
4738,outfit.3227d56ddbbb457eb799fcddb5bce7c3,2/28/2020,2/29/2020
6466,outfit.3c2f9cc2bba94cdeb1cf8c4f934d30b2,12/21/2018,12/24/2018
2567,outfit.9a0feb1d3ddde6f2,1/4/2019,2/20/2019
5159,outfit.93eccc77aeb98ab1,6/15/2018,6/18/2018
4529,outfit.c56b02923f6c4bdda50d3b93b48ce291,1/10/2020,1/13/2020
177,outfit.0c10ed9f5a784a3eb1954d1d06c9b0b0,1/22/2020,1/27/2020
4101,outfit.b0fe78529c49453b9ee92160d4e39f81,6/26/2018,7/1/2018
1434,outfit.a78b69fa74e14c689a4163cbce8780cd,9/27/2019,9/30/2019
6032,outfit.1a05e7ef43cb440c93d0ef93fd430a32,6/7/2019,6/9/2019
2819,outfit.751a6b41574348dfab0a2d35f2dd3973,10/8/2019,10/14/2019
2732,outfit.63e5bdaff1b343328fbe6a01b518c546,2/6/2019,2/7/2019
3081,outfit.f21be5bf141a4847b761afaef4ecaf81,11/2/2019,11/5/2019
5111,outfit.b0caea463225aa64,12/31/2017,1/8/2018
4379,outfit.fffdaa715c3646f8b1c0f04d549ff07e,3/8/2018,3/11/2018
2084,outfit.3192a1f5ab4b41c4ac530502ee7f5720,10/4/2019,10/7/2019
2459,outfit.501f59ab11f94aa1a28a566911f8a8be,6/20/2019,6/24/2019
1184,outfit.bfad6e38299544e991b1c5f0d92073f6,6/20/2019,6/24/2019
6190,outfit.3619c49a78674b0bb3c2803ee199cd92,7/5/2019,7/9/2019
2567,outfit.35331fbfbbe04b9ca3dfc1535cf148fc,10/4/2019,11/20/2019
122,outfit.b3b241dbfc6220b8,2/1/2020,2/4/2020
2608,outfit.7b513bfb084a46229d0af61e4ddb584d,1/18/2019,1/21/2019
6575,outfit.22c011b90cf34e56a9613321cd35514b,4/25/2019,4/29/2019
3534,outfit.3d22b9aa4bd549b09aa9d7e199d8b14a,1/10/2020,1/13/2020
4008,outfit.30b9e4d5fe114037810f9f63c0c1abb8,8/28/2019,9/1/2019
5378,outfit.843ff45ec72d499cb14aefb24735dbf3,4/8/2019,4/12/2019
6979,outfit.138c6d460dc14dd4a223e9f2a484ad6d,4/13/2019,4/16/2019
4705,outfit.905ebbead16b82fa,8/16/2019,8/19/2019
6339,outfit.a5650c1bada909fd,12/11/2017,12/17/2017
6159,outfit.b333c0a135c7b16d,6/14/2018,6/18/2018
2199,outfit.3925d94b6a2b48ff9b873e16259930f0,6/8/2019,6/13/2019
2760,outfit.9b89ef142e963791,11/6/2018,11/14/2018
2567,outfit.a81022a3c0064b83a78615ebb9ffd109,4/9/2019,4/12/2019
677,outfit.53a0c9e1c47d442dbdcfb14c54769e08,10/2/2019,10/7/2019
1931,outfit.833abaf20683f9df,4/27/2018,5/2/2018
1454,outfit.b45f71cef3bf96b3,3/3/2018,3/5/2018
4101,outfit.9e0ad339339d041b,1/20/2018,1/21/2018
1576,outfit.9c24784c042d5fba,12/19/2017,1/3/2018
2621,outfit.ad412f59706c86b8,12/12/2017,12/18/2017
15,outfit.b64e9df1989a4c8781515ce9c62bd213,8/6/2019,8/12/2019
4773,outfit.25c93e08d9064a1c85d877bf4157a626,11/7/2019,11/9/2019
2912,outfit.ab8c04835443427485d87973461879da,10/17/2019,10/21/2019
4684,outfit.954faaf280e1f176,3/5/2019,3/8/2019
2429,outfit.b9c0bbd563524653,9/6/2019,9/9/2019
5417,outfit.863d6ab504fd48319623a4e6936259db,2/7/2020,2/21/2020
1324,outfit.0e978d0344f44a11accd476e3397df84,11/21/2019,11/23/2019
3267,outfit.4dd6b2524e5b4379baa90d5f3f80280a,10/3/2019,10/31/2019
2414,outfit.67dc96a1c1284c7eb0d245272869ae7e,8/8/2019,8/12/2019
5967,outfit.98e0bb4a735b1bf8,2/12/2018,2/15/2018
4457,outfit.87553c8e386aa0fd,10/19/2019,10/22/2019
6551,outfit.f1662628882d4d67b893f68be0a2e5b7,5/16/2018,5/18/2018
2653,outfit.990ee8715a4320f0,8/3/2018,8/6/2018
3409,outfit.804540f3384690cf,12/8/2017,12/9/2017
1434,outfit.9edf55f5369fd779,4/15/2018,4/23/2018
1616,outfit.f21be5bf141a4847b761afaef4ecaf81,12/5/2019,12/9/2019
2972,outfit.5d2d7dca81534a789407bce8180af049,9/12/2019,9/16/2019
2871,outfit.8b19ab819889dc0a,1/26/2019,1/28/2019
186,outfit.a3df643414c746ac95399bcdbb1acab6,8/16/2018,8/20/2018
3358,outfit.40b224bcf6424f9a9d57e97d5de6f496,6/13/2019,6/23/2019
2780,outfit.7351b9594dfe43e68810cd2359952ee3,12/7/2018,12/10/2018
489,outfit.cc4dd7a33afc445a80ad7abe86bac3b0,8/13/2019,8/15/2019
7004,outfit.863bc2ecb4b6d84a,8/29/2018,9/1/2018
1085,outfit.b4a6d24e36d41fb2,9/20/2019,9/21/2019
4704,outfit.c9255cc7a13e4ffe822fc9d7d6c5340d,1/10/2019,1/13/2019
1667,outfit.8abd50220ad4e085,12/18/2019,12/21/2019
4541,outfit.9288ff153f8d405e89ce6b6cfd08171c,12/21/2018,1/4/2019
367,outfit.8f928d7877b969af,12/21/2017,12/24/2017
4690,outfit.751a6b41574348dfab0a2d35f2dd3973,5/24/2019,5/25/2019
6695,outfit.8d182cff0398384c,12/30/2019,1/2/2020
4223,outfit.ba772cc5ab92aa96,7/27/2018,7/30/2018
2408,outfit.91605620213544c0b998da7831a483be,11/1/2019,11/4/2019
2171,outfit.2d872cbfe6434c0c9ec15ebfa518a6e7,1/10/2020,1/13/2020
4757,outfit.ee1e33a91882430d990d259a1852430e,9/17/2019,9/24/2019
5712,outfit.4644eb6ccd594982b873ebfa22d1fe61,1/10/2020,1/14/2020
1660,outfit.33aa579f63424034b5c78e1c12985d06,12/18/2019,12/21/2019
4738,outfit.21b0ff3e7ffb42b8a2d89844c080e65c,5/19/2018,5/22/2018
5242,outfit.c32d9949124f42acb2fe20cf6915e5d7,9/3/2018,9/14/2018
3088,outfit.372a132f8fe4463f8fdb8d7a8b3f5206,10/23/2018,10/26/2018
5548,outfit.39e26260f13d466b946601bafd691d36,6/26/2019,7/1/2019
1493,outfit.8d182cff0398384c,1/24/2019,1/29/2019
5725,outfit.bacd7de422fe4d039f8ec86225f736d9,3/28/2019,3/31/2019
4041,outfit.fffdaa715c3646f8b1c0f04d549ff07e,12/21/2018,1/2/2019
5133,outfit.38ef91e51ef14bb19df9094a40bcb7f7,10/4/2019,10/9/2019
6489,outfit.9cfd9a79329b16bd,9/25/2019,9/30/2019
4107,outfit.a1fabb105c9267c3,5/31/2019,6/3/2019
2820,outfit.fbee481371134893b57b7163f971c662,10/24/2018,10/29/2018
4549,outfit.bd2ab280ed364f26,1/23/2018,2/23/2018
5158,outfit.8f3fe842c52af420,11/30/2017,12/6/2017
2621,outfit.2204df2016c84afd873a1d7e09f6ec75,7/16/2018,7/26/2018
3055,outfit.3edf361bbe874478a4a7ba8bdb19987e,2/27/2020,2/29/2020
2081,outfit.aaca17b77fdc4a90b2f1a20631dd0dd4,9/5/2019,9/9/2019
974,outfit.990ee8715a4320f0,6/26/2018,7/5/2018
7348,outfit.ed26f73fdcad4071a6efa9ea84e9de3c,8/30/2019,9/2/2019
4101,outfit.a4a535934bf475c5,8/7/2018,8/12/2018
6686,outfit.4e30522dd76146919c6a76dcc74d971e,5/16/2019,5/20/2019
2686,outfit.898eda4cd9e8da11,6/14/2019,6/17/2019
350,outfit.b8ee247b1864a7c2,9/14/2018,10/8/2018
2891,outfit.676f2b8ab3894ff293c0fbd62398bc05,8/7/2019,8/10/2019
3688,outfit.be670e741ed74f9597a28f8bb3e5e537,5/18/2019,6/28/2019
6132,outfit.b64e9df1989a4c8781515ce9c62bd213,8/16/2018,8/27/2018
4293,outfit.843ff45ec72d499cb14aefb24735dbf3,2/14/2020,2/17/2020
253,outfit.776c13028a5e48b7899f4a9057ee8e18,7/26/2019,8/5/2019
703,outfit.751a6b41574348dfab0a2d35f2dd3973,7/4/2019,7/9/2019
746,outfit.aecd2fef1909fa3f,5/11/2018,5/23/2018
1085,outfit.5862a9386cbc4ff29e9892f49274c243,2/10/2018,2/13/2018
167,outfit.fc5f529d8777493abdf3a973764d869c,4/26/2018,4/29/2018
6893,outfit.e2c4d90753314eddbdf3a836e28a0209,10/1/2019,10/7/2019
6926,outfit.4943b656a7e04bebaee01fcd5f64df7f,5/13/2019,5/20/2019
2310,outfit.4a26e9b793e14b08b1d24d4560120ba5,5/25/2019,5/28/2019
5242,outfit.fc9c8d205beb4085832149b6ed9f58ad,6/30/2018,8/2/2018
5839,outfit.bf69c24fe6f65b96,9/6/2018,9/10/2018
6610,outfit.827b99b7b40a655e,11/7/2018,11/12/2018
7390,outfit.a87010df418c4805ac86c9a09795e688,10/3/2019,10/5/2019
5021,outfit.d66ce6d4078449889aa0d72bb25b92c7,12/4/2018,12/7/2018
63,outfit.e608f9225d314a12a390b165d222cc28,4/1/2019,4/4/2019
4988,outfit.a743bd93e1a86501,12/23/2017,1/5/2018
6410,outfit.cdcd1bdbc00e4a1cb9b80f7f5bbddd49,6/21/2019,6/24/2019
1214,outfit.9c19cb240c0c06d1,4/10/2019,4/13/2019
1637,outfit.8115bb3b7581002a,12/21/2017,1/4/2018
7184,outfit.03d688ca88f84e89aeb31592d6394247,7/29/2018,8/29/2018
535,outfit.c52099f0269e4b6ebd66b79d3cca1d01,8/19/2019,9/10/2019
4885,outfit.49373f388eda466080c3464a0d8cdc44,12/15/2018,12/19/2018
5920,outfit.83eb7bf17b40327a,12/13/2018,12/16/2018
7381,outfit.8ed6e4fedeb67e87,12/13/2017,12/18/2017
4868,outfit.8a9297abf702469b88dcdb1ce6cd35bd,10/5/2018,10/8/2018
1804,outfit.87b628d22ac70961,2/7/2018,2/12/2018
6334,outfit.91605620213544c0b998da7831a483be,8/23/2019,8/26/2019
6146,outfit.8a400fd187094435a2d4c92be61f9791,8/10/2018,8/11/2018
6540,outfit.b5c7105ac241406a,12/14/2017,12/17/2017
3850,outfit.a6b9c3792d6a4ad4,3/24/2018,4/3/2018
163,outfit.f24f4ff6ee144eb8a8ec897a4f486c63,6/11/2019,6/17/2019
3850,outfit.3c8a7e19e80f47ab98f2fc61316aa8f2,8/31/2019,9/3/2019
3894,outfit.3cfe6cce6fc744489c7bf129187ea836,6/20/2019,6/23/2019
6209,outfit.82139dbb224846a0aeb0efa9a99f0df1,6/13/2019,6/16/2019
5056,outfit.f735f6cd106e49bd9cb481a320b6fcef,8/22/2018,8/27/2018
3310,outfit.f99849d618894099aac1cb63d454db3a,6/20/2018,6/25/2018
7069,outfit.94555dde29434352a726894f98ffb66c,1/18/2020,1/27/2020
2977,outfit.0a769485844446769b0609c505933bab,4/4/2019,4/8/2019
4738,outfit.7d5e7df1d7e44528bca8d9859759042d,12/9/2019,12/12/2019
3850,outfit.2204df2016c84afd873a1d7e09f6ec75,6/8/2018,6/9/2018
214,outfit.dbdf67e036594d06822a33b770bd4c37,11/7/2019,11/10/2019
4892,outfit.89526e4dc41ec394,5/25/2018,5/28/2018
2053,outfit.738407b8abff4047a052a4c69f94feed,6/15/2019,6/18/2019
5725,outfit.a1b5b9335a89a082,3/28/2019,3/31/2019
2387,outfit.a44036e74abd5cb1,12/20/2017,1/2/2018
3094,outfit.af4a7934c1e143efa7ff6dae227cc416,3/26/2019,3/31/2019
3104,outfit.69510e71049843628dabe5ef896f1b04,9/27/2019,9/30/2019
981,outfit.2ffbf854f9a24329b7c3fcfa7a1a463c,10/26/2019,11/4/2019
3587,outfit.9237685700e6542b,7/5/2019,7/8/2019
5713,outfit.154e86ee968d49f6ba7220ee233223d3,8/1/2019,8/6/2019
1072,outfit.adde388346d8719f,3/13/2018,3/16/2018
3632,outfit.25eae836c64d422399d8b74803bf5ac7,5/25/2018,5/29/2018
6137,outfit.9c101c6da5bfc6e1,8/9/2019,8/12/2019
7230,outfit.ae922e922588454591edca7cabf0db48,2/10/2018,2/13/2018
3452,outfit.a1b5b9335a89a082,1/24/2020,1/27/2020
2567,outfit.b279b2e22b734da9bdf07658cf9d748c,12/2/2019,12/27/2019
5041,outfit.a657836d8fac6ede,8/18/2018,9/30/2018
1414,outfit.cd734667a90745b3a826957b1dc343ac,3/21/2019,3/24/2019
4738,outfit.2204df2016c84afd873a1d7e09f6ec75,1/6/2018,1/7/2018
350,outfit.f304fd6eeb01474a8707afccd33a7aa9,12/11/2018,12/14/2018
1909,outfit.8273c17c394043b8affdf5c04ee019ed,7/11/2018,8/30/2018
489,outfit.0af9759a37b84904b1335e0847fcbb60,6/7/2019,7/12/2019
6811,outfit.36eacc2af2494660a2c914aab7474a40,6/20/2019,6/24/2019
1097,outfit.9c8373d4051d47ef,8/18/2018,8/25/2018
1802,outfit.dab98b1625aa4e329dcb0dc34cf43852,11/6/2019,11/10/2019
6560,outfit.2c262bf74e874db8b21f0cfae430c005,8/9/2018,8/12/2018
6818,outfit.8ee54df25e43382d,11/23/2018,11/27/2018
7004,outfit.9e65ced3a9555890,12/28/2017,12/31/2017
2821,outfit.4c41742c2ffd45a1b6d052892373d354,11/28/2018,12/1/2018
2844,outfit.4c54ef04cc1d42c7b2f3dd003b313050,9/17/2018,9/26/2018
3699,outfit.85244edf68884b9fa35758fe33b84612,3/30/2019,4/2/2019
3587,outfit.9237685700e6542b,7/5/2019,7/7/2019
1909,outfit.a0358734a2b24bf6b531d86101378b7d,8/6/2018,8/10/2018
3390,outfit.95c09177af6c57e8,1/13/2018,1/22/2018
489,outfit.65d319260c9e49369ee53b603caa89f0,8/26/2019,8/30/2019
583,outfit.535efada9108457eab3229a4305939d7,6/5/2019,6/11/2019
6715,outfit.22c011b90cf34e56a9613321cd35514b,1/17/2020,1/20/2020
1637,outfit.bc45deb17b3a3e75,12/21/2017,1/4/2018
5620,outfit.babb63d0b8550829,6/7/2019,6/11/2019
1343,outfit.5d639220b91141a0a26399cb53cf6ae9,6/19/2019,6/24/2019
5417,outfit.9c19cb240c0c06d1,11/20/2018,11/29/2018
488,outfit.be670e741ed74f9597a28f8bb3e5e537,7/4/2019,7/15/2019
2919,outfit.b6e876bed3cff76c,11/6/2018,11/12/2018
